Known As,Full Name,Overall,Potential,Value(in Euro),Positions Played,Best Position,Nationality,Image Link,Age,Height(in cm),Weight(in kg),TotalStats,BaseStats,Club Name,Wage(in Euro),Release Clause,Club Position,Contract Until,Club Jersey Number,Joined On,On Loan,Preferred Foot,Weak Foot Rating,Skill Moves,International Reputation,National Team Name,National Team Image Link,National Team Position,National Team Jersey Number,Attacking Work Rate,Defensive Work Rate,Pace Total,Shooting Total,Passing Total,Dribbling Total,Defending Total,Physicality Total,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,Freekick Accuracy,LongPassing,BallControl,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,Standing Tackle,Sliding Tackle,Goalkeeper Diving,Goalkeeper Handling,GoalkeeperKicking,Goalkeeper Positioning,Goalkeeper Reflexes,ST Rating,LW Rating,LF Rating,CF Rating,RF Rating,RW Rating,CAM Rating,LM Rating,CM Rating,RM Rating,LWB Rating,CDM Rating,RWB Rating,LB Rating,CB Rating,RB Rating,GK Rating,player,overall,potential,value_eur,age,total_stats,best_position,nationality,position_group,ability_tier,cell
Vigaray,Carlos Martín Vigaray,70,70,1500000,RB,RB,Spain,https://cdn.sofifa.net/players/221/923/23_60.png,27,182,80,1787,391,Real Zaragoza,6000,2400000,SUB,2023,22,2019,-,Right,2,3,1,-,https://cdn.sofifa.net/flags/es.png,-,-,High,Medium,75,49,59,66,66,76,67,53,63,64,40,67,58,45,52,66,74,75,70,62,67,48,70,81,78,39,66,66,70,52,45,61,64,69,66,7,13,6,9,15,64,64,62,62,62,64,64,67,64,67,70,67,70,70,69,70,18,Vigaray,70,70,1500000,27,1787,RB,Spain,Defender,Rotation 70-77,Defender / Rotation 70-77
R. Amalfitano,Romain Amalfitano,70,70,1300000,"CAM,CDM",CM,France,https://cdn.sofifa.net/players/198/817/23_60.png,32,173,68,1817,382,Western Sydney Wanderers,6000,1600000,CDM,2023,17,2022,-,Right,4,3,1,-,https://cdn.sofifa.net/flags/fr.png,-,-,Medium,High,53,59,70,72,64,64,62,64,26,73,49,72,61,62,71,72,62,45,66,76,72,56,46,74,57,50,73,72,70,75,61,71,67,67,65,10,6,15,8,12,63,67,67,67,67,67,70,70,70,70,70,70,70,67,65,67,19,R. Amalfitano,70,70,1300000,32,1817,CM,France,Midfield,Rotation 70-77,Midfield / Rotation 70-77
C. Aquino,Claudio Aquino,70,70,1500000,"LM,RM,CAM",LM,Argentina,https://cdn.sofifa.net/players/219/553/23_60.png,30,172,75,1834,384,Club Cerro Porteño,600,3300000,RM,2023,22,2020,-,Right,3,4,1,-,https://cdn.sofifa.net/flags/ar.png,-,-,Medium,Low,69,70,69,72,37,67,68,70,58,70,65,73,64,68,66,72,66,72,76,60,73,70,72,70,74,70,45,49,70,70,70,65,32,29,26,10,15,16,15,10,70,70,69,69,69,70,70,70,68,70,58,57,58,54,50,54,20,C. Aquino,70,70,1500000,30,1834,LM,Argentina,Midfield,Rotation 70-77,Midfield / Rotation 70-77
M. Debuchy,Mathieu Debuchy,70,70,275000,"CB,RB",CB,France,https://cdn.sofifa.net/players/158/626/23_60.png,36,176,76,1947,402,Valenciennes FC,3000,481000,CB,2023,26,2021,-,Right,3,3,3,-,https://cdn.sofifa.net/flags/fr.png,-,-,Medium,Medium,61,65,67,68,71,70,68,62,68,68,61,65,72,61,66,70,62,61,70,73,69,69,80,67,70,66,73,73,69,64,63,75,74,68,66,8,9,7,15,10,70,67,67,67,67,67,70,70,70,70,70,70,70,70,70,70,20,M. Debuchy,70,70,275000,36,1947,CB,France,Defender,Rotation 70-77,Defender / Rotation 70-77
S. Ernst,Sebastian Ernst,70,71,1800000,"CAM,CM",CAM,Germany,https://cdn.sofifa.net/players/223/652/23_60.png,27,179,68,1861,392,Hannover 96,15000,3000000,SUB,2024,10,2021,-,Left,3,3,1,-,https://cdn.sofifa.net/flags/de.png,-,-,Medium,High,68,60,66,74,56,68,61,62,65,71,46,71,53,55,68,75,77,60,81,70,82,65,82,85,64,54,52,59,69,68,54,69,51,56,59,11,7,8,11,9,69,69,69,69,69,69,71,71,71,71,68,67,68,66,62,66,18,S. Ernst,70,71,1800000,27,1861,CAM,Germany,Midfield,Rotation 70-77,Midfield / Rotation 70-77
F. Russo,Franco Russo,70,73,1800000,CB,CB,Argentina,https://cdn.sofifa.net/players/245/156/23_60.png,27,185,78,1541,337,RCD Mallorca,13000,4099999,SUB,2024,5,2018,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/ar.png,-,-,Medium,Medium,62,33,52,48,72,70,41,31,62,68,32,37,37,29,57,65,55,67,33,64,49,44,91,73,73,25,55,76,24,39,50,55,73,72,70,11,8,11,14,5,50,47,47,47,47,47,50,53,58,53,67,69,67,69,72,69,18,F. Russo,70,73,1800000,27,1541,CB,Argentina,Defender,Rotation 70-77,Defender / Rotation 70-77
R. Dugimont,Rémy Dugimont,70,70,525000,"LM,CAM,ST",ST,France,https://cdn.sofifa.net/players/216/229/23_60.png,36,182,75,1881,389,AJ Auxerre,8000,1100000,SUB,2023,21,2018,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/fr.png,-,-,High,Low,55,73,70,69,40,82,72,73,73,72,69,70,68,69,67,69,53,57,77,58,61,74,78,91,83,74,70,39,77,68,70,68,46,29,26,6,7,11,12,12,70,69,69,69,69,69,70,70,69,70,59,59,59,55,54,55,17,R. Dugimont,70,70,525000,36,1881,ST,France,Forward,Rotation 70-77,Forward / Rotation 70-77
A. Rinomhota,Andy Rinomhota,70,74,2000000,"CDM,CM",CB,England,https://cdn.sofifa.net/players/228/517/23_60.png,25,175,72,1890,412,Cardiff City,16000,3900000,CM,2025,35,2022,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,High,High,80,54,59,68,71,80,56,53,66,66,57,69,59,35,57,65,76,84,66,68,83,58,72,83,80,53,80,71,57,59,45,65,69,74,74,13,8,12,13,9,65,64,64,64,64,64,66,68,66,68,73,71,73,73,74,73,19,A. Rinomhota,70,74,2000000,25,1890,CB,England,Defender,Rotation 70-77,Defender / Rotation 70-77
C. Ferreira,Cristian Ferreira,70,76,2500000,"CM,CAM",CAM,Argentina,https://cdn.sofifa.net/players/241/568/23_60.png,22,175,69,1982,413,Newell's Old Boys,8000,0,CAM,2023,30,2017,TRUE,Right,3,3,1,-,https://cdn.sofifa.net/flags/ar.png,-,-,Medium,Low,76,71,74,73,57,62,75,63,55,72,71,73,80,80,75,72,75,76,79,67,75,86,61,65,59,75,65,55,68,75,67,75,57,60,58,10,11,5,8,9,71,72,71,71,71,72,74,74,72,74,68,67,68,67,62,67,18,C. Ferreira,70,76,2500000,22,1982,CAM,Argentina,Midfield,Rotation 70-77,Midfield / Rotation 70-77
Copete,José Manuel Arias Copete,70,80,3300000,CB,CB,Spain,https://cdn.sofifa.net/players/263/396/23_60.png,22,192,73,1550,339,RCD Mallorca,11000,7900000,CB,2026,6,2022,-,Left,2,2,1,-,https://cdn.sofifa.net/flags/es.png,-,-,Medium,Medium,60,33,51,54,71,70,36,32,74,64,36,50,35,29,60,61,62,58,40,62,50,43,68,66,70,22,75,73,31,44,45,62,69,73,68,11,13,9,13,8,52,48,49,49,49,48,52,54,58,54,64,68,64,66,72,66,19,Copete,70,80,3300000,22,1550,CB,Spain,Defender,Rotation 70-77,Defender / Rotation 70-77
B. Locko,Bradley Locko,70,79,3300000,"LB,LWB,LM",LB,France,https://cdn.sofifa.net/players/263/908/23_60.png,20,180,65,1769,387,Stade de Reims,9000,7300000,LWB,2023,28,2020,-,Left,2,2,1,-,https://cdn.sofifa.net/flags/fr.png,-,-,Medium,Medium,75,51,60,68,67,66,61,48,68,66,28,69,60,42,58,69,74,76,64,65,69,59,64,68,67,55,62,67,56,52,49,61,65,68,68,13,11,7,9,12,63,64,63,63,63,64,64,66,65,66,69,67,69,70,69,70,19,B. Locko,70,79,3300000,20,1769,LB,France,Defender,Rotation 70-77,Defender / Rotation 70-77
J. Eggestein,Johannes Eggestein,70,76,2500000,"ST,RW",CAM,Germany,https://cdn.sofifa.net/players/234/399/23_60.png,24,183,75,1805,378,FC St. Pauli,10000,4500000,ST,2025,11,2022,-,Right,4,3,1,-,https://cdn.sofifa.net/flags/de.png,-,-,High,High,70,68,70,74,36,60,69,68,65,72,70,74,73,52,69,76,73,68,74,70,71,71,71,67,64,65,37,37,68,73,66,71,44,24,20,14,10,8,7,15,72,71,71,71,71,71,74,73,69,73,57,56,57,54,48,54,20,J. Eggestein,70,76,2500000,24,1805,CAM,Germany,Midfield,Rotation 70-77,Midfield / Rotation 70-77
B. Gibson,Ben Gibson,70,70,1300000,CB,CB,England,https://cdn.sofifa.net/players/200/408/23_60.png,29,185,78,1502,318,Norwich City,22000,2500000,SUB,2024,6,2021,-,Left,3,2,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,Low,Medium,50,27,48,46,71,76,29,24,72,62,20,40,38,22,57,50,52,48,47,58,60,35,78,67,82,22,73,70,27,44,48,55,70,73,71,12,8,16,16,11,46,42,43,43,43,42,47,48,54,48,61,67,61,63,70,63,19,B. Gibson,70,70,1300000,29,1502,CB,England,Defender,Rotation 70-77,Defender / Rotation 70-77
P. Neumann,Phil Neumann,70,75,2200000,"CB,RB",RB,Germany,https://cdn.sofifa.net/players/236/217/23_60.png,24,192,82,1717,394,Hannover 96,12000,3700000,CB,2022,5,2022,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/de.png,-,-,Medium,High,88,33,61,66,69,77,68,28,65,67,28,65,45,22,60,70,84,92,65,62,63,36,57,80,81,38,66,69,48,56,38,52,70,70,69,14,12,12,10,7,57,62,58,58,58,62,62,67,64,67,73,70,73,74,72,74,18,P. Neumann,70,75,2200000,24,1717,RB,Germany,Defender,Rotation 70-77,Defender / Rotation 70-77
L. Tempelmann,Lino Tempelmann,70,75,2400000,"CM,CDM",CAM,Germany,https://cdn.sofifa.net/players/241/085/23_60.png,23,174,74,1876,404,1. FC Nürnberg,13000,0,CDM,2023,6,2018,TRUE,Right,3,3,1,-,https://cdn.sofifa.net/flags/de.png,-,-,High,Medium,81,53,65,73,66,66,54,52,67,71,47,73,53,43,66,72,83,80,78,72,84,52,83,80,59,58,64,68,70,71,36,65,64,69,61,9,8,13,10,6,67,69,69,69,69,69,72,72,72,72,71,71,71,71,69,71,18,L. Tempelmann,70,75,2400000,23,1876,CAM,Germany,Midfield,Rotation 70-77,Midfield / Rotation 70-77
Antônio Carlos,Antônio Carlos Cunha Capocasali Jr,70,70,1300000,CB,CB,Brazil,https://cdn.sofifa.net/players/209/597/23_60.png,29,191,79,1516,330,Orlando City Soccer Club,5000,2000000,CB,2023,25,2021,-,Right,2,2,1,-,https://cdn.sofifa.net/flags/br.png,-,-,Medium,High,58,34,43,44,71,80,30,28,73,56,36,33,32,35,50,52,61,55,59,65,32,48,65,69,89,29,74,70,30,33,45,60,68,73,69,13,6,10,12,16,50,43,44,44,44,43,46,47,52,47,61,65,61,64,70,64,20,Antônio Carlos,70,70,1300000,29,1516,CB,Brazil,Defender,Rotation 70-77,Defender / Rotation 70-77
J. Elías,Jalil Elías,70,72,2000000,"CM,RM,RWB",CDM,Argentina,https://cdn.sofifa.net/players/231/360/23_60.png,26,175,69,1903,402,San Lorenzo de Almagro,9000,3200000,CM,2023,27,2021,-,Right,2,3,1,-,https://cdn.sofifa.net/flags/ar.png,-,-,Medium,Medium,68,57,68,69,68,72,67,50,61,72,47,66,58,53,69,71,70,67,70,70,74,65,70,82,66,63,75,70,66,69,57,71,67,68,70,9,6,13,9,13,65,67,66,66,66,67,70,70,72,70,72,72,72,72,70,72,18,J. Elías,70,72,2000000,26,1903,CDM,Argentina,Midfield,Rotation 70-77,Midfield / Rotation 70-77
Mikel Rico,Mikel Rico Moreno,70,70,500000,"CM,CDM",CDM,Spain,https://cdn.sofifa.net/players/146/111/23_60.png,37,179,75,1858,375,FC Cartagena,4000,800000,CDM,2023,17,2022,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/es.png,-,-,Medium,Medium,32,68,66,66,71,72,55,67,58,71,53,63,52,63,70,68,35,29,66,75,70,78,71,65,75,65,72,76,69,71,60,74,69,73,69,15,7,10,9,9,67,62,65,65,65,62,68,64,70,64,67,70,67,66,70,66,19,Mikel Rico,70,70,500000,37,1858,CDM,Spain,Midfield,Rotation 70-77,Midfield / Rotation 70-77
José Rodríguez,José Rodríguez Martínez,70,71,1800000,"CM,CDM,CAM",CM,Spain,https://cdn.sofifa.net/players/210/111/23_60.png,27,181,75,1898,397,Royale Union Saint-Gilloise,10000,2800000,SUB,2024,4,2022,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/es.png,-,-,Medium,Medium,56,64,69,70,67,71,68,61,62,71,54,70,63,63,70,72,55,56,66,69,66,70,57,73,71,66,72,71,64,68,68,65,67,68,64,9,13,9,15,7,67,66,67,67,67,66,70,69,71,69,70,71,70,69,70,69,19,José Rodríguez,70,71,1800000,27,1898,CM,Spain,Midfield,Rotation 70-77,Midfield / Rotation 70-77
M. Perrone,Máximo Perrone,70,85,3800000,"CM,CDM",CM,Argentina,https://cdn.sofifa.net/players/267/991/23_60.png,19,178,64,1742,381,Vélez Sarsfield,5000,8100000,CM,2023,16,2022,-,Left,3,2,1,-,https://cdn.sofifa.net/flags/ar.png,-,-,Medium,Medium,62,54,63,73,69,60,47,54,53,74,47,75,52,35,70,76,64,60,66,61,63,56,47,75,60,52,44,75,64,65,44,63,70,69,68,11,10,15,9,11,63,65,66,66,66,65,70,68,72,68,70,71,70,69,67,69,18,M. Perrone,70,85,3800000,19,1742,CM,Argentina,Midfield,Rotation 70-77,Midfield / Rotation 70-77
M. Le Bihan,Mickaël Le Bihan,70,70,1300000,"ST,CAM",ST,France,https://cdn.sofifa.net/players/201/145/23_60.png,32,185,85,1819,370,Dijon FCO,5000,2300000,ST,2024,8,2021,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/fr.png,-,-,High,High,49,72,60,69,46,74,56,71,71,62,68,69,59,63,55,71,58,42,64,70,64,78,82,64,80,69,67,52,75,62,69,71,41,40,39,13,16,8,8,13,70,65,68,68,68,65,68,66,65,66,57,59,57,55,58,55,21,M. Le Bihan,70,70,1300000,32,1819,ST,France,Forward,Rotation 70-77,Forward / Rotation 70-77
C. Davies,Curtis Davies,70,70,275000,CB,CB,England,https://cdn.sofifa.net/players/163/761/23_60.png,37,188,76,1491,316,Derby County,3000,481000,SUB,2023,33,2017,-,Right,3,2,2,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,Medium,High,43,36,46,52,73,66,25,32,73,61,33,42,26,25,58,63,44,42,52,67,50,49,75,45,75,34,65,75,42,40,33,71,74,71,69,7,9,10,15,10,52,46,49,49,49,46,52,49,57,49,59,67,59,62,70,62,18,C. Davies,70,70,275000,37,1491,CB,England,Defender,Rotation 70-77,Defender / Rotation 70-77
S. Moreira,Steven Moreira,70,70,1500000,"RB,RWB",RB,France,https://cdn.sofifa.net/players/212/401/23_60.png,27,179,75,1687,366,Columbus Crew,5000,2300000,RB,2022,31,2021,-,Right,2,3,1,-,https://cdn.sofifa.net/flags/fr.png,-,-,Medium,Medium,68,32,65,65,66,70,68,26,55,71,35,63,43,29,65,63,70,66,76,66,68,43,47,81,65,28,74,69,56,67,37,62,68,66,65,10,14,9,15,9,54,60,57,57,57,60,63,66,66,66,70,70,70,70,67,70,20,S. Moreira,70,70,1500000,27,1687,RB,France,Defender,Rotation 70-77,Defender / Rotation 70-77
F. Colidio,Facundo Colidio,70,80,3600000,"LM,CAM,RM",ST,Argentina,https://cdn.sofifa.net/players/245/461/23_60.png,22,179,68,1756,367,Club Atlético Tigre,25000,0,LM,2022,11,2017,TRUE,Right,4,3,1,-,https://cdn.sofifa.net/flags/ar.png,-,-,High,Medium,71,70,66,72,35,53,61,71,71,70,65,72,60,55,63,73,72,70,75,68,73,71,68,70,50,70,34,40,70,68,67,65,40,21,16,6,9,13,12,12,72,70,71,71,71,70,72,71,67,71,56,53,56,52,46,52,18,F. Colidio,70,80,3600000,22,1756,ST,Argentina,Forward,Rotation 70-77,Forward / Rotation 70-77
Nono,Jose Antonio Delgado Villar,70,70,1600000,"CM,CDM",CM,Spain,https://cdn.sofifa.net/players/208/818/23_60.png,29,178,72,1886,397,Damac FC,13000,2600000,SUB,2023,10,2022,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/es.png,-,-,Medium,Medium,69,63,70,72,60,63,61,59,49,75,48,71,72,72,72,76,68,69,76,62,74,71,59,71,63,69,55,60,63,68,65,59,62,64,56,8,11,11,15,11,66,68,68,68,68,68,70,70,70,70,67,68,67,66,63,66,19,Nono,70,70,1600000,29,1886,CM,Spain,Midfield,Rotation 70-77,Midfield / Rotation 70-77
B. Brahimi,Billal Brahimi,70,79,3600000,"LM,ST",LM,France,https://cdn.sofifa.net/players/257/975/23_60.png,22,183,73,1700,371,OGC Nice,18000,7600000,SUB,2026,14,2022,-,Left,3,3,1,-,https://cdn.sofifa.net/flags/fr.png,-,-,High,Medium,77,63,65,73,29,64,69,62,58,66,56,77,64,64,58,72,76,77,69,60,68,69,64,63,76,62,36,22,67,63,54,59,19,34,31,15,6,10,6,7,69,69,68,68,68,69,70,71,64,71,55,50,55,51,45,51,16,B. Brahimi,70,79,3600000,22,1700,LM,France,Midfield,Rotation 70-77,Midfield / Rotation 70-77
Brugui,Roger Brugué Ayguade,70,73,2100000,"RM,LM",CAM,Spain,https://cdn.sofifa.net/players/241/591/23_60.png,25,174,68,1822,391,Levante Unión Deportiva,7000,3500000,SUB,2025,17,2021,-,Left,3,3,1,-,https://cdn.sofifa.net/flags/es.png,-,-,High,Medium,88,62,63,73,40,65,60,64,52,66,54,73,62,72,58,71,90,86,89,64,79,59,70,74,63,61,55,40,64,64,69,62,29,46,44,12,5,14,7,6,68,70,68,68,68,70,71,71,66,71,61,57,61,59,52,59,16,Brugui,70,73,2100000,25,1822,CAM,Spain,Midfield,Rotation 70-77,Midfield / Rotation 70-77
C. Bordacahar,Cristian Bordacahar,70,70,1500000,"RW,ST,RM",RW,Argentina,https://cdn.sofifa.net/players/219/575/23_60.png,30,179,81,1705,365,FBC Melgar,600,3300000,RM,2022,7,2021,-,Right,3,4,1,-,https://cdn.sofifa.net/flags/ar.png,-,-,High,Medium,81,66,62,72,27,57,70,70,67,65,53,79,53,56,51,67,82,80,70,70,64,66,81,70,59,60,31,16,62,60,66,59,23,27,22,14,12,15,9,15,70,70,69,69,69,70,69,70,62,70,54,47,54,51,42,51,21,C. Bordacahar,70,70,1500000,30,1705,RW,Argentina,Forward,Rotation 70-77,Forward / Rotation 70-77
A. Reach,Adam Reach,70,70,1400000,"LWB,LW,CM",LWB,England,https://cdn.sofifa.net/players/204/215/23_60.png,29,185,73,1913,409,West Bromwich Albion,18000,2700000,SUB,2024,20,2021,-,Left,4,3,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,High,Medium,73,66,68,71,62,69,70,62,57,69,67,70,66,51,67,71,69,77,73,69,71,74,77,81,74,72,39,57,65,69,55,69,66,64,62,8,11,8,16,6,69,69,69,69,69,69,70,70,70,70,70,68,70,69,65,69,19,A. Reach,70,70,1400000,29,1913,LWB,England,Defender,Rotation 70-77,Defender / Rotation 70-77
Aitor Buñuel,Aitor Buñuel Redrado,70,77,3000000,"RB,CB",RWB,Spain,https://cdn.sofifa.net/players/228/790/23_60.png,24,173,70,1732,382,CD Tenerife,5000,5400000,SUB,2024,2,2022,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/es.png,-,-,High,Medium,84,38,59,68,62,71,69,36,53,65,31,66,45,36,56,68,83,84,77,64,88,44,60,86,65,35,72,65,54,51,43,60,62,63,65,8,7,14,7,10,57,63,59,59,59,63,62,67,63,67,71,67,71,70,66,70,16,Aitor Buñuel,70,77,3000000,24,1732,RWB,Spain,Defender,Rotation 70-77,Defender / Rotation 70-77
R. Aabid,Rayane Aabid,70,70,1500000,"CM,CDM",CM,France,https://cdn.sofifa.net/players/240/053/23_60.png,30,178,71,1889,405,Atakaş Hatayspor,9000,3000000,CM,2024,10,2022,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/fr.png,-,-,Medium,Medium,70,60,71,73,63,68,67,58,48,74,52,72,70,60,72,73,71,69,75,68,76,65,54,78,64,64,67,71,60,70,53,75,64,64,59,9,12,8,8,14,65,69,67,67,67,69,70,70,70,70,70,70,70,69,66,69,19,R. Aabid,70,70,1500000,30,1889,CM,France,Midfield,Rotation 70-77,Midfield / Rotation 70-77
C. Okoroji,Chima Okoroji,70,75,2200000,LB,LB,England,https://cdn.sofifa.net/players/245/428/23_60.png,25,178,73,1732,374,SV Sandhausen,5000,3700000,LB,2024,36,2021,-,Left,3,2,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,High,Medium,82,34,64,70,63,61,70,31,50,68,21,68,76,58,62,71,79,85,79,64,76,42,60,70,56,33,64,61,52,49,35,60,64,68,64,13,14,10,8,11,56,63,59,59,59,63,63,67,64,67,70,67,70,70,65,70,19,C. Okoroji,70,75,2200000,25,1732,LB,England,Defender,Rotation 70-77,Defender / Rotation 70-77
José Mari,José María Martín Bejarano,70,70,550000,"CDM,CM",CDM,Spain,https://cdn.sofifa.net/players/210/868/23_60.png,34,180,69,1866,383,Cádiz CF,14000,1200000,SUB,2024,6,2016,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/es.png,-,-,Medium,High,58,59,66,64,68,68,58,49,57,71,66,59,71,56,65,70,63,54,62,71,66,74,79,60,68,65,75,71,57,68,53,60,64,74,66,8,14,12,6,14,64,62,63,63,63,62,66,65,69,65,68,70,68,68,70,68,19,José Mari,70,70,550000,34,1866,CDM,Spain,Midfield,Rotation 70-77,Midfield / Rotation 70-77
V. Pajot,Vincent Pajot,70,70,1300000,"CM,CDM",CM,France,https://cdn.sofifa.net/players/198/836/23_60.png,31,180,70,1871,382,FC Annecy,4000,2300000,CM,2022,17,2022,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/fr.png,-,-,Medium,Medium,50,56,69,69,66,72,65,52,67,74,47,67,56,54,68,70,63,40,69,71,71,60,73,77,71,62,70,62,65,73,59,68,65,70,67,9,11,16,16,11,64,65,65,65,65,65,69,68,70,68,69,70,69,68,70,68,20,V. Pajot,70,70,1300000,31,1871,CM,France,Midfield,Rotation 70-77,Midfield / Rotation 70-77
M. Hartel,Marcel Hartel,70,73,2100000,CM,CAM,Germany,https://cdn.sofifa.net/players/233/125/23_60.png,26,177,68,1806,377,FC St. Pauli,11000,3500000,LM,2024,10,2021,-,Right,4,3,1,-,https://cdn.sofifa.net/flags/de.png,-,-,High,High,71,64,69,76,36,61,62,61,45,72,67,76,67,60,69,75,74,69,84,72,81,69,56,92,47,66,56,50,67,72,48,64,31,32,27,14,15,8,10,12,67,71,70,70,70,71,73,73,72,73,61,60,61,57,47,57,21,M. Hartel,70,73,2100000,26,1806,CAM,Germany,Midfield,Rotation 70-77,Midfield / Rotation 70-77
M. Beier,Maximilian Beier,70,82,3800000,"ST,RM",ST,Germany,https://cdn.sofifa.net/players/254/117/23_60.png,19,183,72,1686,368,Hannover 96,12000,0,ST,2023,14,2019,TRUE,Right,3,3,1,-,https://cdn.sofifa.net/flags/de.png,-,-,Medium,Medium,86,68,61,71,25,57,55,72,61,67,58,70,50,41,55,70,81,90,80,69,74,66,61,78,50,65,47,22,75,67,61,57,22,21,17,6,8,8,6,13,72,71,71,71,71,71,72,72,65,72,53,49,53,50,41,50,17,M. Beier,70,82,3800000,19,1686,ST,Germany,Forward,Rotation 70-77,Forward / Rotation 70-77
T. Dingomé,Tristan Dingomé,70,70,1300000,"CM,CAM",CM,France,https://cdn.sofifa.net/players/206/506/23_60.png,31,174,71,1899,397,ESTAC Troyes,11000,2600000,SUB,2023,5,2020,-,Left,3,3,1,-,https://cdn.sofifa.net/flags/fr.png,-,-,Medium,Medium,58,64,71,72,66,66,70,60,51,72,59,71,66,64,70,73,58,58,78,70,76,69,43,71,65,68,70,69,67,72,61,70,67,67,65,6,11,11,11,10,67,68,68,68,68,68,70,70,70,70,70,70,70,69,67,69,18,T. Dingomé,70,70,1300000,31,1899,CM,France,Midfield,Rotation 70-77,Midfield / Rotation 70-77
V. Marchetti,Vincent Marchetti,70,75,2200000,"CDM,CM,LB",CDM,France,https://cdn.sofifa.net/players/228/774/23_60.png,24,181,71,1882,396,AC Ajaccio,9000,4600000,CDM,2024,8,2020,-,Left,3,3,1,-,https://cdn.sofifa.net/flags/fr.png,-,-,Medium,High,68,55,66,70,67,70,62,48,62,71,59,69,61,58,67,70,68,68,78,68,68,63,61,73,71,60,68,66,60,66,57,68,68,68,68,12,10,10,15,9,64,65,65,65,65,65,68,68,69,68,70,71,70,70,69,70,20,V. Marchetti,70,75,2200000,24,1882,CDM,France,Midfield,Rotation 70-77,Midfield / Rotation 70-77
J. Ralls,Joe Ralls,70,70,1600000,"CM,CDM,CAM",CM,England,https://cdn.sofifa.net/players/204/464/23_60.png,28,178,70,1954,400,Cardiff City,20000,3000000,SUB,2024,8,2011,-,Left,2,3,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,Medium,High,61,68,71,68,66,66,71,66,50,72,63,66,71,70,72,71,64,59,69,70,68,71,59,75,58,69,76,67,67,71,74,70,67,70,68,9,16,13,11,11,67,68,68,68,68,68,70,70,70,70,70,70,70,70,68,70,20,J. Ralls,70,70,1600000,28,1954,CM,England,Midfield,Rotation 70-77,Midfield / Rotation 70-77
D. Gosling,Dan Gosling,70,70,1300000,CM,CM,England,https://cdn.sofifa.net/players/184/749/23_60.png,32,183,79,1894,389,Watford,23000,2500000,SUB,2023,16,2021,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,Medium,Medium,50,67,70,68,70,64,66,64,65,73,62,65,63,57,71,73,51,49,62,73,67,71,64,54,65,70,73,71,69,71,61,76,70,70,68,6,15,14,15,6,69,66,68,68,68,66,70,68,70,68,68,70,68,68,70,68,20,D. Gosling,70,70,1300000,32,1894,CM,England,Midfield,Rotation 70-77,Midfield / Rotation 70-77
G. Ávila,Gastón Ávila,70,81,3300000,CB,CB,Argentina,https://cdn.sofifa.net/players/247/467/23_60.png,20,182,75,1734,376,Royal Antwerp FC,8000,5600000,RES,2027,22,2022,-,Left,3,2,1,-,https://cdn.sofifa.net/flags/ar.png,-,-,Medium,Medium,73,36,60,64,70,73,38,32,69,70,28,61,56,55,64,65,70,75,67,65,69,49,77,71,74,32,70,70,41,63,45,71,70,70,68,14,11,10,9,6,56,56,57,57,57,56,61,61,65,61,67,70,67,68,72,68,18,G. Ávila,70,81,3300000,20,1734,CB,Argentina,Defender,Rotation 70-77,Defender / Rotation 70-77
H. Marcelin,Harisson Marcelin,70,80,3300000,CB,CB,France,https://cdn.sofifa.net/players/242/603/23_60.png,22,197,82,1536,341,KSV Cercle Brugge,19000,0,CB,2023,24,2020,TRUE,Right,3,2,1,-,https://cdn.sofifa.net/flags/fr.png,-,-,Medium,Medium,60,35,49,51,71,75,24,30,69,64,32,49,28,32,58,55,54,64,40,68,35,59,67,66,83,27,69,68,27,52,35,65,70,73,72,15,11,12,14,14,52,47,49,49,49,47,52,52,58,52,62,68,62,65,72,65,21,H. Marcelin,70,80,3300000,22,1536,CB,France,Defender,Rotation 70-77,Defender / Rotation 70-77
